"cond";"par";"gamma";"performance";"pred_perf";"obs_perf";"deviance"
"BPV1";0.45;1.2;0.579;0.565835457613153;0.74;0.0303332878248197
"BPV1";0.45;1.25;0.559;0.565602657521595;0.74;0.03041443306353
"BPV1";0.45;1.3;0.556;0.56466923180089;0.74;0.0307408782772899
"BPV1";0.45;1.35;0.555;0.564000603762395;0.74;0.0309757874760016
"BPV1";0.45;1.4;0.592;0.563503447555309;0.74;0.0311510330248617
"BPV1";0.45;1.45;0.569;0.563084437328833;0.74;0.0312991163152558
"BPV1";0.45;1.5;0.557;0.562650247232167;0.74;0.0314529348068115
"BPV1";0.45;1.55;0.557;0.562233134714236;0.74;0.0316010583935271
"BPV1";0.45;1.6;0.58;0.561919127426472;0.74;0.031712797176549
"BPV1";0.45;1.65;0.564;0.561695554821842;0.74;0.0317924751702908
"BPV1";0.45;1.7;0.528;0.561549746353309;0.74;0.0318444930265683
"BPV1";0.45;1.75;0.556;0.561469031473839;0.74;0.0318733067228891
