"ind";"experiment";"cond";"model";"performance"
83;1;"I";"rnonc";0.52
83;1;"I";"sev";0.62
83;1;"I";"vfirst";0.87
83;1;"I";"wta";0.6
83;2;"BPV1";"2scal";0.78
83;2;"BPV1";"pfirst";0.74
83;2;"BPV1";"rnonc";0.6
83;2;"BPV1";"sev";0.85
83;2;"BPV1";"vfirst";0.79
83;2;"BPV1";"wta";0.76
83;2;"BPV2";"2scal";0.78
83;2;"BPV2";"pfirst";0.73
83;2;"BPV2";"rnonc";0.63
83;2;"BPV2";"sev";0.72
83;2;"BPV2";"vfirst";0.78
83;2;"BPV2";"wta";0.81
83;2;"BVP1";"2scal";0.76
83;2;"BVP1";"pfirst";0.67
83;2;"BVP1";"rnonc";0.71
83;2;"BVP1";"sev";0.77
83;2;"BVP1";"vfirst";0.91
83;2;"BVP1";"wta";0.77
83;2;"BVP2";"2scal";0.72
83;2;"BVP2";"pfirst";0.6
83;2;"BVP2";"rnonc";0.6
83;2;"BVP2";"sev";0.81
83;2;"BVP2";"vfirst";0.94
83;2;"BVP2";"wta";0.84
83;2;"C";"2scal";0.94
83;2;"C";"pfirst";0.85
83;2;"C";"rnonc";0.8
83;2;"C";"sev";0.85
83;2;"C";"vfirst";0.99
83;2;"C";"wta";0.89
83;2;"I";"2scal";0.52
83;2;"I";"pfirst";0.21
83;2;"I";"rnonc";0.54
83;2;"I";"sev";0.41
83;2;"I";"vfirst";0.83
83;2;"I";"wta";0.51
83;3;"PV1";"2scal";0.7
83;3;"PV1";"pfirst";0.74
83;3;"PV1";"rnonc";0.63
83;3;"PV1";"sev";0.8
83;3;"PV1";"vfirst";0.72
83;3;"PV1";"wta";0.74
83;3;"PV2";"2scal";0.66
83;3;"PV2";"pfirst";0.68
83;3;"PV2";"rnonc";0.63
83;3;"PV2";"sev";0.63
83;3;"PV2";"vfirst";0.73
83;3;"PV2";"wta";0.73
83;3;"PV3";"2scal";0.77
83;3;"PV3";"pfirst";0.76
83;3;"PV3";"rnonc";0.67
83;3;"PV3";"sev";0.71
83;3;"PV3";"vfirst";0.75
83;3;"PV3";"wta";0.66
83;3;"PV4";"2scal";0.64
83;3;"PV4";"pfirst";0.64
83;3;"PV4";"rnonc";0.55
83;3;"PV4";"sev";0.74
83;3;"PV4";"vfirst";0.72
83;3;"PV4";"wta";0.78
83;3;"VP1";"2scal";0.7
83;3;"VP1";"pfirst";0.61
83;3;"VP1";"rnonc";0.6
83;3;"VP1";"sev";0.7
83;3;"VP1";"vfirst";0.77
83;3;"VP1";"wta";0.61
83;3;"VP2";"2scal";0.72
83;3;"VP2";"pfirst";0.53
83;3;"VP2";"rnonc";0.66
83;3;"VP2";"sev";0.77
83;3;"VP2";"vfirst";0.77
83;3;"VP2";"wta";0.73
83;3;"VP3";"2scal";0.72
83;3;"VP3";"pfirst";0.57
83;3;"VP3";"rnonc";0.63
83;3;"VP3";"sev";0.64
83;3;"VP3";"vfirst";0.75
83;3;"VP3";"wta";0.74
83;3;"VP4";"2scal";0.71
83;3;"VP4";"pfirst";0.54
83;3;"VP4";"rnonc";0.6
83;3;"VP4";"sev";0.68
83;3;"VP4";"vfirst";0.81
83;3;"VP4";"wta";0.63
84;1;"BPV1";"2scal";0.72
84;1;"BPV1";"pfirst";0.71
84;1;"BPV1";"rnonc";0.62
84;1;"BPV1";"sev";0.71
84;1;"BPV1";"vfirst";0.79
84;1;"BPV1";"wta";0.64
84;1;"BPV2";"2scal";0.64
84;1;"BPV2";"pfirst";0.74
84;1;"BPV2";"rnonc";0.63
84;1;"BPV2";"sev";0.66
84;1;"BPV2";"vfirst";0.77
84;1;"BPV2";"wta";0.74
84;1;"BVP1";"2scal";0.74
84;1;"BVP1";"pfirst";0.57
84;1;"BVP1";"rnonc";0.58
84;1;"BVP1";"sev";0.79
84;1;"BVP1";"vfirst";0.85
84;1;"BVP1";"wta";0.79
84;1;"BVP2";"2scal";0.75
84;1;"BVP2";"pfirst";0.62
84;1;"BVP2";"rnonc";0.63
84;1;"BVP2";"sev";0.74
84;1;"BVP2";"vfirst";0.89
84;1;"BVP2";"wta";0.82
84;1;"C";"2scal";0.83
84;1;"C";"pfirst";0.77
84;1;"C";"rnonc";0.71
84;1;"C";"sev";0.77
84;1;"C";"vfirst";0.99
84;1;"C";"wta";0.92
84;1;"I";"2scal";0.67
84;1;"I";"pfirst";0.43
84;1;"I";"rnonc";0.46
84;1;"I";"sev";0.63
84;1;"I";"vfirst";0.88
84;1;"I";"wta";0.67
84;2;"BPV1";"2scal";0.75
84;2;"BPV1";"pfirst";0.83
84;2;"BPV1";"rnonc";0.59
84;2;"BPV1";"sev";0.78
84;2;"BPV1";"vfirst";0.74
84;2;"BPV1";"wta";0.74
84;2;"BPV2";"2scal";0.71
84;2;"BPV2";"pfirst";0.84
84;2;"BPV2";"rnonc";0.69
84;2;"BPV2";"sev";0.77
84;2;"BPV2";"vfirst";0.88
84;2;"BPV2";"wta";0.78
84;2;"BVP1";"2scal";0.73
84;2;"BVP1";"pfirst";0.65
84;2;"BVP1";"rnonc";0.62
84;2;"BVP1";"sev";0.77
84;2;"BVP1";"vfirst";0.95
84;2;"BVP1";"wta";0.86
84;2;"BVP2";"2scal";0.83
84;2;"BVP2";"pfirst";0.57
84;2;"BVP2";"rnonc";0.61
84;2;"BVP2";"sev";0.78
84;2;"BVP2";"vfirst";0.9
84;2;"BVP2";"wta";0.74
84;2;"C";"2scal";0.87
84;2;"C";"pfirst";0.88
84;2;"C";"rnonc";0.78
84;2;"C";"sev";0.8
84;2;"C";"vfirst";0.94
84;2;"C";"wta";0.93
84;2;"I";"2scal";0.42
84;2;"I";"pfirst";0.31
84;2;"I";"rnonc";0.54
84;2;"I";"sev";0.52
84;2;"I";"vfirst";0.82
84;2;"I";"wta";0.57
84;3;"PV1";"2scal";0.69
84;3;"PV1";"pfirst";0.74
84;3;"PV1";"rnonc";0.65
84;3;"PV1";"sev";0.71
84;3;"PV1";"vfirst";0.64
84;3;"PV1";"wta";0.71
84;3;"PV2";"2scal";0.69
84;3;"PV2";"pfirst";0.75
84;3;"PV2";"rnonc";0.65
84;3;"PV2";"sev";0.71
84;3;"PV2";"vfirst";0.64
84;3;"PV2";"wta";0.75
84;3;"PV3";"2scal";0.69
84;3;"PV3";"pfirst";0.56
84;3;"PV3";"rnonc";0.64
84;3;"PV3";"sev";0.68
84;3;"PV3";"vfirst";0.64
84;3;"PV3";"wta";0.72
84;3;"PV4";"2scal";0.72
84;3;"PV4";"pfirst";0.66
84;3;"PV4";"rnonc";0.67
84;3;"PV4";"sev";0.69
84;3;"PV4";"vfirst";0.69
84;3;"PV4";"wta";0.7
84;3;"VP1";"2scal";0.62
84;3;"VP1";"pfirst";0.65
84;3;"VP1";"rnonc";0.58
84;3;"VP1";"sev";0.78
84;3;"VP1";"vfirst";0.71
84;3;"VP1";"wta";0.64
84;3;"VP2";"2scal";0.73
84;3;"VP2";"pfirst";0.63
84;3;"VP2";"rnonc";0.59
84;3;"VP2";"sev";0.77
84;3;"VP2";"vfirst";0.78
84;3;"VP2";"wta";0.64
84;3;"VP3";"2scal";0.62
84;3;"VP3";"pfirst";0.64
84;3;"VP3";"rnonc";0.67
84;3;"VP3";"sev";0.65
84;3;"VP3";"vfirst";0.75
84;3;"VP3";"wta";0.61
84;3;"VP4";"2scal";0.72
84;3;"VP4";"pfirst";0.52
84;3;"VP4";"rnonc";0.65
84;3;"VP4";"sev";0.74
84;3;"VP4";"vfirst";0.72
84;3;"VP4";"wta";0.73
85;1;"BPV1";"2scal";0.68
85;1;"BPV1";"pfirst";0.71
85;1;"BPV1";"rnonc";0.58
85;1;"BPV1";"sev";0.72
85;1;"BPV1";"vfirst";0.67
85;1;"BPV1";"wta";0.67
85;1;"BPV2";"2scal";0.73
85;1;"BPV2";"pfirst";0.67
85;1;"BPV2";"rnonc";0.57
85;1;"BPV2";"sev";0.63
85;1;"BPV2";"vfirst";0.7
85;1;"BPV2";"wta";0.72
85;1;"BVP1";"2scal";0.76
85;1;"BVP1";"pfirst";0.74
85;1;"BVP1";"rnonc";0.72
85;1;"BVP1";"sev";0.81
85;1;"BVP1";"vfirst";0.93
85;1;"BVP1";"wta";0.69
85;1;"BVP2";"2scal";0.82
85;1;"BVP2";"pfirst";0.63
85;1;"BVP2";"rnonc";0.75
85;1;"BVP2";"sev";0.83
85;1;"BVP2";"vfirst";0.89
85;1;"BVP2";"wta";0.79
85;1;"C";"2scal";0.84
85;1;"C";"pfirst";0.78
85;1;"C";"rnonc";0.77
85;1;"C";"sev";0.81
85;1;"C";"vfirst";0.96
85;1;"C";"wta";0.89
85;1;"I";"2scal";0.69
85;1;"I";"pfirst";0.51
85;1;"I";"rnonc";0.44
85;1;"I";"sev";0.68
85;1;"I";"vfirst";0.87
85;1;"I";"wta";0.64
85;2;"BPV1";"2scal";0.82
85;2;"BPV1";"pfirst";0.81
85;2;"BPV1";"rnonc";0.74
85;2;"BPV1";"sev";0.87
85;2;"BPV1";"vfirst";0.88
85;2;"BPV1";"wta";0.74
85;2;"BPV2";"2scal";0.77
85;2;"BPV2";"pfirst";0.82
85;2;"BPV2";"rnonc";0.59
85;2;"BPV2";"sev";0.73
85;2;"BPV2";"vfirst";0.86
85;2;"BPV2";"wta";0.81
85;2;"BVP1";"2scal";0.81
85;2;"BVP1";"pfirst";0.61
85;2;"BVP1";"rnonc";0.61
85;2;"BVP1";"sev";0.76
85;2;"BVP1";"vfirst";0.91
85;2;"BVP1";"wta";0.75
85;2;"BVP2";"2scal";0.83
85;2;"BVP2";"pfirst";0.61
85;2;"BVP2";"rnonc";0.67
85;2;"BVP2";"sev";0.74
85;2;"BVP2";"vfirst";0.89
85;2;"BVP2";"wta";0.77
85;2;"C";"2scal";0.88
85;2;"C";"pfirst";0.86
85;2;"C";"rnonc";0.7
85;2;"C";"sev";0.74
85;2;"C";"vfirst";0.95
85;2;"C";"wta";0.89
85;2;"I";"2scal";0.61
85;2;"I";"pfirst";0.3
85;2;"I";"rnonc";0.44
85;2;"I";"sev";0.47
85;2;"I";"vfirst";0.8
85;2;"I";"wta";0.62
85;3;"PV1";"2scal";0.66
85;3;"PV1";"pfirst";0.7
85;3;"PV1";"rnonc";0.61
85;3;"PV1";"sev";0.7
85;3;"PV1";"vfirst";0.65
85;3;"PV1";"wta";0.7
85;3;"PV2";"2scal";0.73
85;3;"PV2";"pfirst";0.77
85;3;"PV2";"rnonc";0.66
85;3;"PV2";"sev";0.74
85;3;"PV2";"vfirst";0.69
85;3;"PV2";"wta";0.74
85;3;"PV3";"2scal";0.69
85;3;"PV3";"pfirst";0.64
85;3;"PV3";"rnonc";0.73
85;3;"PV3";"sev";0.74
85;3;"PV3";"vfirst";0.72
85;3;"PV3";"wta";0.77
85;3;"PV4";"2scal";0.73
85;3;"PV4";"pfirst";0.72
85;3;"PV4";"rnonc";0.54
85;3;"PV4";"sev";0.66
85;3;"PV4";"vfirst";0.76
85;3;"PV4";"wta";0.65
85;3;"VP1";"2scal";0.7
85;3;"VP1";"pfirst";0.55
85;3;"VP1";"rnonc";0.66
85;3;"VP1";"sev";0.7
85;3;"VP1";"vfirst";0.79
85;3;"VP1";"wta";0.77
85;3;"VP2";"2scal";0.63
85;3;"VP2";"pfirst";0.52
85;3;"VP2";"rnonc";0.59
85;3;"VP2";"sev";0.73
85;3;"VP2";"vfirst";0.66
85;3;"VP2";"wta";0.63
85;3;"VP3";"2scal";0.72
85;3;"VP3";"pfirst";0.58
85;3;"VP3";"rnonc";0.66
85;3;"VP3";"sev";0.68
85;3;"VP3";"vfirst";0.72
85;3;"VP3";"wta";0.72
85;3;"VP4";"2scal";0.71
85;3;"VP4";"pfirst";0.61
85;3;"VP4";"rnonc";0.64
85;3;"VP4";"sev";0.74
85;3;"VP4";"vfirst";0.78
85;3;"VP4";"wta";0.67
86;1;"BPV1";"2scal";0.71
86;1;"BPV1";"pfirst";0.7
86;1;"BPV1";"rnonc";0.58
86;1;"BPV1";"sev";0.73
86;1;"BPV1";"vfirst";0.69
86;1;"BPV1";"wta";0.65
86;1;"BPV2";"2scal";0.78
86;1;"BPV2";"pfirst";0.72
86;1;"BPV2";"rnonc";0.62
86;1;"BPV2";"sev";0.74
86;1;"BPV2";"vfirst";0.72
86;1;"BPV2";"wta";0.67
86;1;"BVP1";"2scal";0.73
86;1;"BVP1";"pfirst";0.61
86;1;"BVP1";"rnonc";0.65
86;1;"BVP1";"sev";0.74
86;1;"BVP1";"vfirst";0.92
86;1;"BVP1";"wta";0.88
86;1;"BVP2";"2scal";0.75
86;1;"BVP2";"pfirst";0.61
86;1;"BVP2";"rnonc";0.64
86;1;"BVP2";"sev";0.84
86;1;"BVP2";"vfirst";0.93
86;1;"BVP2";"wta";0.81
86;1;"C";"2scal";0.82
86;1;"C";"pfirst";0.78
86;1;"C";"rnonc";0.8
86;1;"C";"sev";0.86
86;1;"C";"vfirst";0.93
86;1;"C";"wta";0.9
86;1;"I";"2scal";0.66
86;1;"I";"pfirst";0.44
86;1;"I";"rnonc";0.53
86;1;"I";"sev";0.7
86;1;"I";"vfirst";0.86
86;1;"I";"wta";0.62
86;2;"BPV1";"2scal";0.77
86;2;"BPV1";"pfirst";0.8
86;2;"BPV1";"rnonc";0.62
86;2;"BPV1";"sev";0.73
86;2;"BPV1";"vfirst";0.82
86;2;"BPV1";"wta";0.82
86;2;"BPV2";"2scal";0.89
86;2;"BPV2";"pfirst";0.88
86;2;"BPV2";"rnonc";0.56
86;2;"BPV2";"sev";0.72
86;2;"BPV2";"vfirst";0.82
86;2;"BPV2";"wta";0.75
86;2;"BVP1";"2scal";0.86
86;2;"BVP1";"pfirst";0.57
86;2;"BVP1";"rnonc";0.63
86;2;"BVP1";"sev";0.82
86;2;"BVP1";"vfirst";0.91
86;2;"BVP1";"wta";0.79
86;2;"BVP2";"2scal";0.72
86;2;"BVP2";"pfirst";0.6
86;2;"BVP2";"rnonc";0.65
86;2;"BVP2";"sev";0.76
86;2;"BVP2";"vfirst";0.92
86;2;"BVP2";"wta";0.73
86;2;"C";"2scal";0.9
86;2;"C";"pfirst";0.83
86;2;"C";"rnonc";0.69
86;2;"C";"sev";0.83
86;2;"C";"vfirst";0.93
86;2;"C";"wta";0.91
86;2;"I";"2scal";0.46
86;2;"I";"pfirst";0.26
86;2;"I";"rnonc";0.5
86;2;"I";"sev";0.55
86;2;"I";"vfirst";0.81
86;2;"I";"wta";0.55
86;3;"PV1";"2scal";0.65
86;3;"PV1";"pfirst";0.65
86;3;"PV1";"rnonc";0.61
86;3;"PV1";"sev";0.73
86;3;"PV1";"vfirst";0.74
86;3;"PV1";"wta";0.73
86;3;"PV2";"2scal";0.73
86;3;"PV2";"pfirst";0.66
86;3;"PV2";"rnonc";0.62
86;3;"PV2";"sev";0.71
86;3;"PV2";"vfirst";0.68
86;3;"PV2";"wta";0.62
86;3;"PV3";"2scal";0.64
86;3;"PV3";"pfirst";0.72
86;3;"PV3";"rnonc";0.65
86;3;"PV3";"sev";0.66
86;3;"PV3";"vfirst";0.68
86;3;"PV3";"wta";0.69
86;3;"PV4";"2scal";0.58
86;3;"PV4";"pfirst";0.69
86;3;"PV4";"rnonc";0.53
86;3;"PV4";"sev";0.71
86;3;"PV4";"vfirst";0.62
86;3;"PV4";"wta";0.74
86;3;"VP1";"2scal";0.67
86;3;"VP1";"pfirst";0.58
86;3;"VP1";"rnonc";0.6
86;3;"VP1";"sev";0.77
86;3;"VP1";"vfirst";0.84
86;3;"VP1";"wta";0.67
86;3;"VP2";"2scal";0.71
86;3;"VP2";"pfirst";0.64
86;3;"VP2";"rnonc";0.63
86;3;"VP2";"sev";0.65
86;3;"VP2";"vfirst";0.76
86;3;"VP2";"wta";0.76
86;3;"VP3";"2scal";0.65
86;3;"VP3";"pfirst";0.53
86;3;"VP3";"rnonc";0.64
86;3;"VP3";"sev";0.81
86;3;"VP3";"vfirst";0.76
86;3;"VP3";"wta";0.7
86;3;"VP4";"2scal";0.67
86;3;"VP4";"pfirst";0.55
86;3;"VP4";"rnonc";0.5
86;3;"VP4";"sev";0.72
86;3;"VP4";"vfirst";0.8
86;3;"VP4";"wta";0.66
87;1;"BPV1";"2scal";0.69
87;1;"BPV1";"pfirst";0.69
87;1;"BPV1";"rnonc";0.59
87;1;"BPV1";"sev";0.72
87;1;"BPV1";"vfirst";0.65
87;1;"BPV1";"wta";0.73
87;1;"BPV2";"2scal";0.68
87;1;"BPV2";"pfirst";0.71
87;1;"BPV2";"rnonc";0.65
87;1;"BPV2";"sev";0.76
87;1;"BPV2";"vfirst";0.82
87;1;"BPV2";"wta";0.7
87;1;"BVP1";"2scal";0.79
87;1;"BVP1";"pfirst";0.76
87;1;"BVP1";"rnonc";0.69
87;1;"BVP1";"sev";0.78
87;1;"BVP1";"vfirst";0.92
87;1;"BVP1";"wta";0.79
87;1;"BVP2";"2scal";0.75
87;1;"BVP2";"pfirst";0.64
87;1;"BVP2";"rnonc";0.6
87;1;"BVP2";"sev";0.82
87;1;"BVP2";"vfirst";0.91
87;1;"BVP2";"wta";0.83
87;1;"C";"2scal";0.82
87;1;"C";"pfirst";0.78
87;1;"C";"rnonc";0.78
87;1;"C";"sev";0.79
87;1;"C";"vfirst";0.95
87;1;"C";"wta";0.9
87;1;"I";"2scal";0.63
87;1;"I";"pfirst";0.49
87;1;"I";"rnonc";0.47
87;1;"I";"sev";0.68
87;1;"I";"vfirst";0.9
87;1;"I";"wta";0.63
87;2;"BPV1";"2scal";0.85
87;2;"BPV1";"pfirst";0.82
87;2;"BPV1";"rnonc";0.56
87;2;"BPV1";"sev";0.78
87;2;"BPV1";"vfirst";0.79
87;2;"BPV1";"wta";0.72
87;2;"BPV2";"2scal";0.81
87;2;"BPV2";"pfirst";0.83
87;2;"BPV2";"rnonc";0.54
87;2;"BPV2";"sev";0.73
87;2;"BPV2";"vfirst";0.84
87;2;"BPV2";"wta";0.8
87;2;"BVP1";"2scal";0.73
87;2;"BVP1";"pfirst";0.6
87;2;"BVP1";"rnonc";0.57
87;2;"BVP1";"sev";0.76
87;2;"BVP1";"vfirst";0.91
87;2;"BVP1";"wta";0.81
87;2;"BVP2";"2scal";0.77
87;2;"BVP2";"pfirst";0.63
87;2;"BVP2";"rnonc";0.57
87;2;"BVP2";"sev";0.9
87;2;"BVP2";"vfirst";0.86
87;2;"BVP2";"wta";0.8
87;2;"C";"2scal";0.84
87;2;"C";"pfirst";0.87
87;2;"C";"rnonc";0.73
87;2;"C";"sev";0.88
87;2;"C";"vfirst";0.97
87;2;"C";"wta";0.9
87;2;"I";"2scal";0.5
87;2;"I";"pfirst";0.3
87;2;"I";"rnonc";0.42
87;2;"I";"sev";0.43
87;2;"I";"vfirst";0.86
87;2;"I";"wta";0.55
87;3;"PV1";"2scal";0.78
87;3;"PV1";"pfirst";0.77
87;3;"PV1";"rnonc";0.54
87;3;"PV1";"sev";0.82
87;3;"PV1";"vfirst";0.73
87;3;"PV1";"wta";0.67
87;3;"PV2";"2scal";0.7
87;3;"PV2";"pfirst";0.73
87;3;"PV2";"rnonc";0.65
87;3;"PV2";"sev";0.68
87;3;"PV2";"vfirst";0.54
87;3;"PV2";"wta";0.7
87;3;"PV3";"2scal";0.65
87;3;"PV3";"pfirst";0.66
87;3;"PV3";"rnonc";0.71
87;3;"PV3";"sev";0.71
87;3;"PV3";"vfirst";0.75
87;3;"PV3";"wta";0.64
87;3;"PV4";"2scal";0.72
87;3;"PV4";"pfirst";0.66
87;3;"PV4";"rnonc";0.57
87;3;"PV4";"sev";0.85
87;3;"PV4";"vfirst";0.7
87;3;"PV4";"wta";0.71
87;3;"VP1";"2scal";0.68
87;3;"VP1";"pfirst";0.65
87;3;"VP1";"rnonc";0.56
87;3;"VP1";"sev";0.63
87;3;"VP1";"vfirst";0.83
87;3;"VP1";"wta";0.72
87;3;"VP2";"2scal";0.61
87;3;"VP2";"pfirst";0.53
87;3;"VP2";"rnonc";0.62
87;3;"VP2";"sev";0.7
87;3;"VP2";"vfirst";0.81
87;3;"VP2";"wta";0.76
87;3;"VP3";"2scal";0.66
87;3;"VP3";"pfirst";0.54
87;3;"VP3";"rnonc";0.59
87;3;"VP3";"sev";0.73
87;3;"VP3";"vfirst";0.78
87;3;"VP3";"wta";0.68
87;3;"VP4";"2scal";0.65
87;3;"VP4";"pfirst";0.59
87;3;"VP4";"rnonc";0.66
87;3;"VP4";"sev";0.67
87;3;"VP4";"vfirst";0.73
87;3;"VP4";"wta";0.67
88;1;"BPV1";"2scal";0.71
88;1;"BPV1";"pfirst";0.72
88;1;"BPV1";"rnonc";0.61
88;1;"BPV1";"sev";0.72
88;1;"BPV1";"vfirst";0.68
88;1;"BPV1";"wta";0.67
88;1;"BPV2";"2scal";0.72
88;1;"BPV2";"pfirst";0.68
88;1;"BPV2";"rnonc";0.66
88;1;"BPV2";"sev";0.72
88;1;"BPV2";"vfirst";0.66
88;1;"BPV2";"wta";0.72
88;1;"BVP1";"2scal";0.76
88;1;"BVP1";"pfirst";0.64
88;1;"BVP1";"rnonc";0.68
88;1;"BVP1";"sev";0.73
88;1;"BVP1";"vfirst";0.9
88;1;"BVP1";"wta";0.81
88;1;"BVP2";"2scal";0.73
88;1;"BVP2";"pfirst";0.58
88;1;"BVP2";"rnonc";0.63
88;1;"BVP2";"sev";0.75
88;1;"BVP2";"vfirst";0.87
88;1;"BVP2";"wta";0.78
88;1;"C";"2scal";0.87
88;1;"C";"pfirst";0.79
88;1;"C";"rnonc";0.81
88;1;"C";"sev";0.85
88;1;"C";"vfirst";0.96
88;1;"C";"wta";0.82
88;1;"I";"2scal";0.58
88;1;"I";"pfirst";0.48
88;1;"I";"rnonc";0.45
88;1;"I";"sev";0.69
88;1;"I";"vfirst";0.91
88;1;"I";"wta";0.68
88;2;"BPV1";"2scal";0.75
88;2;"BPV1";"pfirst";0.81
88;2;"BPV1";"rnonc";0.58
88;2;"BPV1";"sev";0.83
88;2;"BPV1";"vfirst";0.84
88;2;"BPV1";"wta";0.79
88;2;"BPV2";"2scal";0.78
88;2;"BPV2";"pfirst";0.78
88;2;"BPV2";"rnonc";0.58
88;2;"BPV2";"sev";0.73
88;2;"BPV2";"vfirst";0.79
88;2;"BPV2";"wta";0.74
88;2;"BVP1";"2scal";0.75
88;2;"BVP1";"pfirst";0.71
88;2;"BVP1";"rnonc";0.58
88;2;"BVP1";"sev";0.82
88;2;"BVP1";"vfirst";0.94
88;2;"BVP1";"wta";0.79
88;2;"BVP2";"2scal";0.83
88;2;"BVP2";"pfirst";0.58
88;2;"BVP2";"rnonc";0.58
88;2;"BVP2";"sev";0.77
88;2;"BVP2";"vfirst";0.93
88;2;"BVP2";"wta";0.83
88;2;"C";"2scal";0.88
88;2;"C";"pfirst";0.9
88;2;"C";"rnonc";0.74
88;2;"C";"sev";0.81
88;2;"C";"vfirst";0.96
88;2;"C";"wta";0.9
88;2;"I";"2scal";0.51
88;2;"I";"pfirst";0.33
88;2;"I";"rnonc";0.58
88;2;"I";"sev";0.5
88;2;"I";"vfirst";0.87
88;2;"I";"wta";0.42
88;3;"PV1";"2scal";0.68
88;3;"PV1";"pfirst";0.65
88;3;"PV1";"rnonc";0.69
88;3;"PV1";"sev";0.63
88;3;"PV1";"vfirst";0.65
88;3;"PV1";"wta";0.74
88;3;"PV2";"2scal";0.68
88;3;"PV2";"pfirst";0.75
88;3;"PV2";"rnonc";0.68
88;3;"PV2";"sev";0.76
88;3;"PV2";"vfirst";0.69
88;3;"PV2";"wta";0.73
88;3;"PV3";"2scal";0.61
88;3;"PV3";"pfirst";0.72
88;3;"PV3";"rnonc";0.61
88;3;"PV3";"sev";0.7
88;3;"PV3";"vfirst";0.7
88;3;"PV3";"wta";0.7
88;3;"PV4";"2scal";0.69
88;3;"PV4";"pfirst";0.71
88;3;"PV4";"rnonc";0.59
88;3;"PV4";"sev";0.7
88;3;"PV4";"vfirst";0.66
88;3;"PV4";"wta";0.61
88;3;"VP1";"2scal";0.67
88;3;"VP1";"pfirst";0.67
88;3;"VP1";"rnonc";0.67
88;3;"VP1";"sev";0.68
88;3;"VP1";"vfirst";0.8
88;3;"VP1";"wta";0.68
88;3;"VP2";"2scal";0.66
88;3;"VP2";"pfirst";0.53
88;3;"VP2";"rnonc";0.55
88;3;"VP2";"sev";0.64
88;3;"VP2";"vfirst";0.77
88;3;"VP2";"wta";0.73
88;3;"VP3";"2scal";0.68
88;3;"VP3";"pfirst";0.63
88;3;"VP3";"rnonc";0.65
88;3;"VP3";"sev";0.67
88;3;"VP3";"vfirst";0.74
88;3;"VP3";"wta";0.71
88;3;"VP4";"2scal";0.67
88;3;"VP4";"pfirst";0.69
88;3;"VP4";"rnonc";0.7
88;3;"VP4";"sev";0.76
88;3;"VP4";"vfirst";0.77
88;3;"VP4";"wta";0.64
89;1;"BPV1";"2scal";0.73
89;1;"BPV1";"pfirst";0.73
89;1;"BPV1";"rnonc";0.68
89;1;"BPV1";"sev";0.68
89;1;"BPV1";"vfirst";0.75
89;1;"BPV1";"wta";0.75
89;1;"BPV2";"2scal";0.72
89;1;"BPV2";"pfirst";0.68
89;1;"BPV2";"rnonc";0.73
89;1;"BPV2";"sev";0.68
89;1;"BPV2";"vfirst";0.66
89;1;"BPV2";"wta";0.67
89;1;"BVP1";"2scal";0.73
89;1;"BVP1";"pfirst";0.55
89;1;"BVP1";"rnonc";0.58
89;1;"BVP1";"sev";0.78
89;1;"BVP1";"vfirst";0.84
89;1;"BVP1";"wta";0.83
89;1;"BVP2";"2scal";0.72
89;1;"BVP2";"pfirst";0.64
89;1;"BVP2";"rnonc";0.61
89;1;"BVP2";"sev";0.79
89;1;"BVP2";"vfirst";0.95
89;1;"BVP2";"wta";0.72
89;1;"C";"2scal";0.84
89;1;"C";"pfirst";0.77
89;1;"C";"rnonc";0.74
89;1;"C";"sev";0.83
89;1;"C";"vfirst";0.96
89;1;"C";"wta";0.91
89;1;"I";"2scal";0.66
89;1;"I";"pfirst";0.36
89;1;"I";"rnonc";0.42
89;1;"I";"sev";0.66
89;1;"I";"vfirst";0.86
89;1;"I";"wta";0.77
89;2;"BPV1";"2scal";0.79
89;2;"BPV1";"pfirst";0.81
89;2;"BPV1";"rnonc";0.68
89;2;"BPV1";"sev";0.68
89;2;"BPV1";"vfirst";0.86
89;2;"BPV1";"wta";0.84
89;2;"BPV2";"2scal";0.76
89;2;"BPV2";"pfirst";0.85
89;2;"BPV2";"rnonc";0.64
89;2;"BPV2";"sev";0.78
89;2;"BPV2";"vfirst";0.75
89;2;"BPV2";"wta";0.79
89;2;"BVP1";"2scal";0.79
89;2;"BVP1";"pfirst";0.61
89;2;"BVP1";"rnonc";0.64
89;2;"BVP1";"sev";0.74
89;2;"BVP1";"vfirst";0.91
89;2;"BVP1";"wta";0.8
89;2;"BVP2";"2scal";0.75
89;2;"BVP2";"pfirst";0.64
89;2;"BVP2";"rnonc";0.74
89;2;"BVP2";"sev";0.81
89;2;"BVP2";"vfirst";0.87
89;2;"BVP2";"wta";0.81
89;2;"C";"2scal";0.81
89;2;"C";"pfirst";0.8
89;2;"C";"rnonc";0.79
89;2;"C";"sev";0.82
89;2;"C";"vfirst";0.97
89;2;"C";"wta";0.93
89;2;"I";"2scal";0.53
89;2;"I";"pfirst";0.24
89;2;"I";"rnonc";0.51
89;2;"I";"sev";0.37
89;2;"I";"vfirst";0.9
89;2;"I";"wta";0.46
89;3;"PV1";"2scal";0.73
89;3;"PV1";"pfirst";0.76
89;3;"PV1";"rnonc";0.63
89;3;"PV1";"sev";0.71
89;3;"PV1";"vfirst";0.69
89;3;"PV1";"wta";0.7
89;3;"PV2";"2scal";0.64
89;3;"PV2";"pfirst";0.71
89;3;"PV2";"rnonc";0.51
